
2021-05-19T22:26:28				--------------------------------
2021-05-19T22:26:28	Starting planning module ...
2021-05-19T22:26:29	Connecting to AGV 1 ...
2021-05-19T22:26:30	Done
2021-05-19T22:26:30	Connecting to AGV 2 ...
2021-05-19T22:26:30	Done
2021-05-19T22:26:30	Connecting to AGV 3 ...
2021-05-19T22:26:30	Done
2021-05-19T22:26:30	Connecting to AGV 4 ...
2021-05-19T22:26:30	Done
2021-05-19T22:26:30	Planning module is running...
